"No.","Time","Source","Destination","Protocol","Length","Info"
"15343","17.167511","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=39849681 Ack=1 Win=1005 Len=8200 TSval=867154555 TSecr=2681691735"
"15379","17.201274","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=39927593 Ack=1 Win=1005 Len=8200 TSval=867154588 TSecr=2681691769"
"15417","17.236826","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=40001401 Ack=1 Win=1005 Len=8200 TSval=867154621 TSecr=2681691803"
"15435","17.268805","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=40079313 Ack=1 Win=1005 Len=8200 TSval=867154655 TSecr=2681691836"
"15461","17.298988","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=40158673 Ack=1 Win=1005 Len=1448 TSval=867154688 TSecr=2681691869"
"15496","17.332251","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=40236585 Ack=1 Win=1005 Len=1448 TSval=867154721 TSecr=2681691908"
"15517","17.371471","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=40313049 Ack=1 Win=1005 Len=8200 TSval=867154755 TSecr=2681691940"
"15533","17.398840","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=40390961 Ack=1 Win=1005 Len=1448 TSval=867154788 TSecr=2681691972"
"15572","17.432359","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=40468873 Ack=1 Win=1005 Len=1448 TSval=867154821 TSecr=2681692008"
"15612","17.465859","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=40545577 Ack=1 Win=1005 Len=1448 TSval=867154855 TSecr=2681692048"
"15630","17.500663","192.168.1.1","172.23.69.13","TCP","5376","80 → 50034 [PSH, ACK] Seq=40623489 Ack=1 Win=1005 Len=5304 TSval=867154889 TSecr=2681692072"
"15681","17.538563","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=40698505 Ack=1 Win=1005 Len=8200 TSval=867154921 TSecr=2681692103"
"15697","17.565845","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=40776417 Ack=1 Win=1005 Len=4344 TSval=867154955 TSecr=2681692136"
"15731","17.602619","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=40854329 Ack=1 Win=1005 Len=8200 TSval=867154988 TSecr=2681692169"
"15763","17.633044","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=40932241 Ack=1 Win=1005 Len=8200 TSval=867155021 TSecr=2681692202"
"15800","17.670537","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=41010153 Ack=1 Win=1005 Len=8200 TSval=867155055 TSecr=2681692237"
"15818","17.701061","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=41083961 Ack=1 Win=1005 Len=8200 TSval=867155088 TSecr=2681692269"
"15854","17.736914","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=41161873 Ack=1 Win=1005 Len=8200 TSval=867155121 TSecr=2681692302"
"15873","17.766040","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=41239785 Ack=1 Win=1005 Len=2896 TSval=867155155 TSecr=2681692337"
"15891","17.800419","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=41317697 Ack=1 Win=1005 Len=8200 TSval=867155188 TSecr=2681692372"
"15930","17.833186","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=41395609 Ack=1 Win=1005 Len=8200 TSval=867155221 TSecr=2681692402"
"15959","17.866491","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=41473521 Ack=1 Win=1005 Len=1448 TSval=867155255 TSecr=2681692436"
"16005","17.903775","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=41547329 Ack=1 Win=1005 Len=8200 TSval=867155289 TSecr=2681692471"
"16029","17.933131","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=41625241 Ack=1 Win=1005 Len=8200 TSval=867155321 TSecr=2681692503"
"16048","17.965123","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=41704601 Ack=1 Win=1005 Len=1448 TSval=867155354 TSecr=2681692536"
"16087","17.999275","192.168.1.1","172.23.69.13","TCP","7312","80 → 50034 [ACK] Seq=41781065 Ack=1 Win=1005 Len=7240 TSval=867155388 TSecr=2681692569"
"16101","18.032017","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=41858977 Ack=1 Win=1005 Len=1448 TSval=867155421 TSecr=2681692602"
"16122","18.066728","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=41936889 Ack=1 Win=1005 Len=8200 TSval=867155455 TSecr=2681692635"
"16156","18.098772","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=42014801 Ack=1 Win=1005 Len=1448 TSval=867155488 TSecr=2681692669"
"16188","18.132291","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=42091505 Ack=1 Win=1005 Len=1448 TSval=867155521 TSecr=2681692704"
"16225","18.166074","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=42169417 Ack=1 Win=1005 Len=1448 TSval=867155555 TSecr=2681692736"
"16273","18.198909","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=42245881 Ack=1 Win=1005 Len=1448 TSval=867155588 TSecr=2681692771"
"16305","18.243972","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=42322345 Ack=1 Win=1005 Len=8200 TSval=867155621 TSecr=2681692803"
"16316","18.269604","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=42400257 Ack=1 Win=1005 Len=8200 TSval=867155655 TSecr=2681692841"
"16337","18.299923","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=42478169 Ack=1 Win=1005 Len=1448 TSval=867155689 TSecr=2681692870"
"16373","18.332253","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=42556081 Ack=1 Win=1005 Len=1448 TSval=867155721 TSecr=2681692908"
"16429","18.366877","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=42632785 Ack=1 Win=1005 Len=2896 TSval=867155755 TSecr=2681692937"
"16457","18.399106","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=42710697 Ack=1 Win=1005 Len=1448 TSval=867155788 TSecr=2681692971"
"16509","18.432353","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=42787161 Ack=1 Win=1005 Len=1448 TSval=867155821 TSecr=2681693005"
"16554","18.466537","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=42863625 Ack=1 Win=1005 Len=2896 TSval=867155855 TSecr=2681693038"
"16584","18.502227","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=42941537 Ack=1 Win=1005 Len=8200 TSval=867155889 TSecr=2681693074"
"16603","18.533304","192.168.1.1","172.23.69.13","TCP","7312","80 → 50034 [ACK] Seq=43019449 Ack=1 Win=1005 Len=7240 TSval=867155922 TSecr=2681693104"
"16621","18.568832","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=43097361 Ack=1 Win=1005 Len=8200 TSval=867155956 TSecr=2681693136"
"16653","18.603751","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=43171169 Ack=1 Win=1005 Len=8200 TSval=867155989 TSecr=2681693170"
"16677","18.633146","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=43251977 Ack=1 Win=1005 Len=1448 TSval=867156022 TSecr=2681693203"
"16706","18.666724","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=43328441 Ack=1 Win=1005 Len=2896 TSval=867156055 TSecr=2681693243"
"16771","18.708814","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=43404905 Ack=1 Win=1005 Len=8200 TSval=867156089 TSecr=2681693270"
"16787","18.733636","192.168.1.1","172.23.69.13","TCP","7312","80 → 50034 [ACK] Seq=43482817 Ack=1 Win=1005 Len=7240 TSval=867156122 TSecr=2681693307"
"16808","18.768443","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=43560729 Ack=1 Win=1005 Len=8200 TSval=867156156 TSecr=2681693341"
"16832","18.801940","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=43638641 Ack=1 Win=1005 Len=8200 TSval=867156189 TSecr=2681693370"
"16848","18.833832","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=43712449 Ack=1 Win=1005 Len=4344 TSval=867156223 TSecr=2681693405"
"16898","18.867011","192.168.1.1","172.23.69.13","TCP","5376","80 → 50034 [PSH, ACK] Seq=43793257 Ack=1 Win=1005 Len=5304 TSval=867156256 TSecr=2681693437"
"16956","18.900153","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=43869721 Ack=1 Win=1005 Len=4344 TSval=867156289 TSecr=2681693470"
"16982","18.934227","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=43946185 Ack=1 Win=1005 Len=8200 TSval=867156322 TSecr=2681693504"
"17025","18.966581","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=44024097 Ack=1 Win=1005 Len=1448 TSval=867156355 TSecr=2681693537"
"17042","18.999928","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=44102009 Ack=1 Win=1005 Len=1448 TSval=867156389 TSecr=2681693572"
"17065","19.032957","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=44179921 Ack=1 Win=1005 Len=1448 TSval=867156422 TSecr=2681693604"
"17089","19.066673","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=44256625 Ack=1 Win=1005 Len=1448 TSval=867156456 TSecr=2681693647"
"17132","19.100178","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=44334537 Ack=1 Win=1005 Len=1448 TSval=867156489 TSecr=2681693672"
"17174","19.141948","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=44409553 Ack=1 Win=1005 Len=8200 TSval=867156522 TSecr=2681693704"
"17191","19.167424","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=44488913 Ack=1 Win=1005 Len=1448 TSval=867156556 TSecr=2681693742"
"17208","19.200056","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=44565377 Ack=1 Win=1005 Len=1448 TSval=867156589 TSecr=2681693772"
"17264","19.233125","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=44643289 Ack=1 Win=1005 Len=1448 TSval=867156622 TSecr=2681693803"
"17321","19.266553","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=44719993 Ack=1 Win=1005 Len=1448 TSval=867156655 TSecr=2681693836"
"17351","19.302874","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=44795009 Ack=1 Win=1005 Len=8200 TSval=867156689 TSecr=2681693876"
"17367","19.334025","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=44872921 Ack=1 Win=1005 Len=8200 TSval=867156722 TSecr=2681693907"
"17411","19.366459","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=44952281 Ack=1 Win=1005 Len=1448 TSval=867156755 TSecr=2681693949"
"17438","19.399861","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=45028745 Ack=1 Win=1005 Len=1448 TSval=867156789 TSecr=2681693972"
"17481","19.433560","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=45106657 Ack=1 Win=1005 Len=1448 TSval=867156823 TSecr=2681694008"
"17522","19.465520","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=45184569 Ack=1 Win=1005 Len=1448 TSval=867156855 TSecr=2681694037"
"17570","19.500462","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=45258377 Ack=1 Win=1005 Len=8200 TSval=867156889 TSecr=2681694069"
"17623","19.534948","192.168.1.1","172.23.69.13","TCP","5376","80 → 50034 [PSH, ACK] Seq=45339185 Ack=1 Win=1005 Len=5304 TSval=867156922 TSecr=2681694104"
"17645","19.567741","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=45414201 Ack=1 Win=1005 Len=8200 TSval=867156956 TSecr=2681694137"
"17665","19.600508","192.168.1.1","172.23.69.13","TCP","7312","80 → 50034 [ACK] Seq=45492113 Ack=1 Win=1005 Len=7240 TSval=867156989 TSecr=2681694178"
"17694","19.633507","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=45570025 Ack=1 Win=1005 Len=2896 TSval=867157022 TSecr=2681694208"
"17731","19.667566","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=45647937 Ack=1 Win=1005 Len=8200 TSval=867157056 TSecr=2681694240"
"17771","19.700055","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=45725849 Ack=1 Win=1005 Len=8200 TSval=867157088 TSecr=2681694273"
"17798","19.733046","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=45801105 Ack=1 Win=1005 Len=2896 TSval=867157122 TSecr=2681694308"
"17823","19.766140","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=45880465 Ack=1 Win=1005 Len=1448 TSval=867157155 TSecr=2681694337"
"17854","19.799536","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=45958377 Ack=1 Win=1005 Len=1448 TSval=867157188 TSecr=2681694372"
"17890","19.832957","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=46038937 Ack=1 Win=1005 Len=1448 TSval=867157222 TSecr=2681694408"
"17923","19.866261","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=46119497 Ack=1 Win=1005 Len=1448 TSval=867157255 TSecr=2681694437"
"17944","19.899177","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=46198857 Ack=1 Win=1005 Len=1448 TSval=867157288 TSecr=2681694476"
"17982","19.933437","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=46278217 Ack=1 Win=1005 Len=1448 TSval=867157322 TSecr=2681694516"
"18007","19.968537","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=46353233 Ack=1 Win=1005 Len=8200 TSval=867157357 TSecr=2681694542"
"18054","20.002403","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=46431145 Ack=1 Win=1005 Len=8200 TSval=867157389 TSecr=2681694574"
"18074","20.032169","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=46509057 Ack=1 Win=1005 Len=1448 TSval=867157421 TSecr=2681694604"
"18138","20.065551","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=46586969 Ack=1 Win=1005 Len=1448 TSval=867157455 TSecr=2681694635"
"18177","20.099284","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=46664881 Ack=1 Win=1005 Len=1448 TSval=867157488 TSecr=2681694669"
"18221","20.135270","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=46738689 Ack=1 Win=1005 Len=8200 TSval=867157524 TSecr=2681694702"
"18277","20.166364","192.168.1.1","172.23.69.13","TCP","5376","80 → 50034 [PSH, ACK] Seq=46819497 Ack=1 Win=1005 Len=5304 TSval=867157555 TSecr=2681694744"
"18328","20.199243","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=46895961 Ack=1 Win=1005 Len=1448 TSval=867157588 TSecr=2681694769"
"18378","20.236025","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=46972425 Ack=1 Win=1005 Len=8200 TSval=867157621 TSecr=2681694803"
"18406","20.266389","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=47051785 Ack=1 Win=1005 Len=2896 TSval=867157655 TSecr=2681694836"
"18456","20.299750","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=47129697 Ack=1 Win=1005 Len=1448 TSval=867157689 TSecr=2681694869"
"18481","20.332398","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=47206161 Ack=1 Win=1005 Len=4344 TSval=867157721 TSecr=2681694907"
"18515","20.367030","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=47285521 Ack=1 Win=1005 Len=1448 TSval=867157756 TSecr=2681694935"
"18566","20.400542","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=47361985 Ack=1 Win=1005 Len=1448 TSval=867157790 TSecr=2681694970"
"18621","20.432537","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=47439897 Ack=1 Win=1005 Len=4344 TSval=867157821 TSecr=2681695011"
"18644","20.465786","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=47516601 Ack=1 Win=1005 Len=1448 TSval=867157855 TSecr=2681695040"
"18672","20.499713","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=47593065 Ack=1 Win=1005 Len=2896 TSval=867157889 TSecr=2681695071"
"18713","20.532492","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=47670977 Ack=1 Win=1005 Len=4344 TSval=867157921 TSecr=2681695104"
"18770","20.566130","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=47747441 Ack=1 Win=1005 Len=8200 TSval=867157954 TSecr=2681695136"
"18800","20.598700","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=47826801 Ack=1 Win=1005 Len=1448 TSval=867157988 TSecr=2681695170"
"18858","20.634827","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=47903265 Ack=1 Win=1005 Len=2896 TSval=867158023 TSecr=2681695202"
"18881","20.666015","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=47981177 Ack=1 Win=1005 Len=1448 TSval=867158055 TSecr=2681695244"
"18923","20.700352","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=48056433 Ack=1 Win=1005 Len=4344 TSval=867158089 TSecr=2681695274"
"18968","20.733249","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=48132897 Ack=1 Win=1005 Len=8200 TSval=867158121 TSecr=2681695307"
"18989","20.766930","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=48212257 Ack=1 Win=1005 Len=2896 TSval=867158156 TSecr=2681695336"
"19032","20.803990","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=48288721 Ack=1 Win=1005 Len=8200 TSval=867158190 TSecr=2681695370"
"19070","20.837316","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=48370729 Ack=1 Win=1005 Len=8200 TSval=867158222 TSecr=2681695408"
"19100","20.868775","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=48450089 Ack=1 Win=1005 Len=2896 TSval=867158258 TSecr=2681695449"
"19138","20.904126","192.168.1.1","172.23.69.13","TCP","6824","80 → 50034 [PSH, ACK] Seq=48528001 Ack=1 Win=1005 Len=6752 TSval=867158292 TSecr=2681695472"
"19190","20.934335","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=48607361 Ack=1 Win=1005 Len=1448 TSval=867158323 TSecr=2681695506"
"19211","20.965198","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=48686473 Ack=1 Win=1005 Len=8200 TSval=867158354 TSecr=2681695540"
"19260","20.997255","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=48764385 Ack=1 Win=1005 Len=1448 TSval=867158386 TSecr=2681695568"
"19284","21.030461","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=48842297 Ack=1 Win=1005 Len=1448 TSval=867158419 TSecr=2681695602"
"19318","21.063929","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=48920209 Ack=1 Win=1005 Len=1448 TSval=867158453 TSecr=2681695634"
"19365","21.097334","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=48998121 Ack=1 Win=1005 Len=1448 TSval=867158486 TSecr=2681695672"
"19403","21.130790","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=49076033 Ack=1 Win=1005 Len=1448 TSval=867158520 TSecr=2681695707"
"19430","21.163997","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=49155393 Ack=1 Win=1005 Len=1448 TSval=867158553 TSecr=2681695734"
"19476","21.197320","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=49234753 Ack=1 Win=1005 Len=1448 TSval=867158586 TSecr=2681695769"
"19493","21.232605","192.168.1.1","172.23.69.13","TCP","6824","80 → 50034 [PSH, ACK] Seq=49311217 Ack=1 Win=1005 Len=6752 TSval=867158620 TSecr=2681695806"
"19522","21.263986","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=49390577 Ack=1 Win=1005 Len=1448 TSval=867158653 TSecr=2681695834"
"19564","21.297272","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=49468489 Ack=1 Win=1005 Len=1448 TSval=867158686 TSecr=2681695868"
"19610","21.330642","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=49544953 Ack=1 Win=1005 Len=1448 TSval=867158720 TSecr=2681695900"
"19657","21.363995","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=49622865 Ack=1 Win=1005 Len=1448 TSval=867158753 TSecr=2681695936"
"19691","21.397169","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=49700777 Ack=1 Win=1005 Len=1448 TSval=867158786 TSecr=2681695968"
"19742","21.432135","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=49777241 Ack=1 Win=1005 Len=8200 TSval=867158820 TSecr=2681696012"
"19775","21.463683","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=49855153 Ack=1 Win=1005 Len=1448 TSval=867158853 TSecr=2681696036"
"19800","21.498193","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=49931857 Ack=1 Win=1005 Len=2896 TSval=867158887 TSecr=2681696072"
"19821","21.530819","192.168.1.1","172.23.69.13","TCP","5864","80 → 50034 [ACK] Seq=50006873 Ack=1 Win=1005 Len=5792 TSval=867158920 TSecr=2681696112"
"19873","21.566807","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=50084785 Ack=1 Win=1005 Len=8200 TSval=867158953 TSecr=2681696140"
"19892","21.602467","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=50162697 Ack=1 Win=1005 Len=8200 TSval=867158987 TSecr=2681696172"
"19914","21.631693","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=50242057 Ack=1 Win=1005 Len=2896 TSval=867159021 TSecr=2681696205"
"19955","21.665774","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=50318521 Ack=1 Win=1005 Len=1448 TSval=867159055 TSecr=2681696235"
"20000","21.699562","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=50396433 Ack=1 Win=1005 Len=1448 TSval=867159088 TSecr=2681696269"
